"row"
"('19995', 'Avatar', '237000000', '2787965087', '150.437577', 'Action', '162.0', 'Avatar', '28')"
"('33196', 'í•´ìš´ëŒ€', '16000000', '11301649', '4.628525', 'Drama', '120.0', 'Tidal Wave', '18')"
"('33196', 'í•´ìš´ëŒ€', '16000000', '11301649', '4.628525', 'Thriller', '120.0', 'Tidal Wave', '53')"
"('205596', 'The Imitation Game', '14000000', '233555708', '145.364591', 'History', '113.0', 'The Imitation Game', '36')"
"('205596', 'The Imitation Game', '14000000', '233555708', '145.364591', 'Drama', '113.0', 'The Imitation Game', '18')"
"('205596', 'The Imitation Game', '14000000', '233555708', '145.364591', 'Thriller', '113.0', 'The Imitation Game', '53')"
"('205596', 'The Imitation Game', '14000000', '233555708', '145.364591', 'War', '113.0', 'The Imitation Game', '10752')"
"('10765', 'Private Benjamin', '0', '0', '12.18838', 'Comedy', '109.0', 'Private Benjamin', '35')"
"('16769', ""Coal Miner's Daughter"", '15000000', '67182787', '3.826685', 'Drama', '125.0', ""Coal Miner's Daughter"", '18')"
"('16769', ""Coal Miner's Daughter"", '15000000', '67182787', '3.826685', 'Music', '125.0', ""Coal Miner's Daughter"", '10402')"
"('33217', 'Diary of a Wimpy Kid', '15000000', '75700498', '21.095489', 'Comedy', '92.0', 'Diary of a Wimpy Kid', '35')"
"('33217', 'Diary of a Wimpy Kid', '15000000', '75700498', '21.095489', 'Family', '92.0', 'Diary of a Wimpy Kid', '10751')"
"('132232', 'Mama', '15000000', '146497771', '47.455148', 'Horror', '100.0', 'Mama', '27')"
"('11153', ""National Lampoon's Vacation"", '15000000', '61399552', '22.838834', 'Comedy', '98.0', ""National Lampoon's Vacation"", '35')"
"('11153', ""National Lampoon's Vacation"", '15000000', '61399552', '22.838834', 'Adventure', '98.0', ""National Lampoon's Vacation"", '12')"
"('11153', ""National Lampoon's Vacation"", '15000000', '61399552', '22.838834', 'Romance', '98.0', ""National Lampoon's Vacation"", '10749')"
"('208134', 'Jackass Presents: Bad Grandpa', '15000000', '151831537', '27.165222', 'Comedy', '92.0', 'Bad Grandpa', '35')"
"('1165', 'The Queen', '15000000', '123384128', '19.113278', 'Drama', '103.0', 'The Queen', '18')"
"('4011', 'Beetlejuice', '15000000', '73326666', '58.553213', 'Fantasy', '92.0', 'Beetlejuice', '14')"
"('4011', 'Beetlejuice', '15000000', '73326666', '58.553213', 'Comedy', '92.0', 'Beetlejuice', '35')"
"('17202', 'Why Did I Get Married?', '15000000', '55184721', '2.005111', 'Comedy', '113.0', 'Why Did I Get Married?', '35')"
"('17202', 'Why Did I Get Married?', '15000000', '55184721', '2.005111', 'Drama', '113.0', 'Why Did I Get Married?', '18')"
"('9587', 'Little Women', '18000000', '0', '16.418639', 'Drama', '115.0', 'Little Women', '18')"
"('9587', 'Little Women', '18000000', '0', '16.418639', 'Romance', '115.0', 'Little Women', '10749')"
"('65086', 'The Woman in Black', '17000000', '127730736', '43.675191', 'Drama', '95.0', 'The Woman in Black', '18')"
"('65086', 'The Woman in Black', '17000000', '127730736', '43.675191', 'Horror', '95.0', 'The Woman in Black', '27')"
"('65086', 'The Woman in Black', '17000000', '127730736', '43.675191', 'Thriller', '95.0', 'The Woman in Black', '53')"
"('10053', 'When a Stranger Calls', '15000000', '66966987', '4.688212', 'Horror', '87.0', 'When a Stranger Calls', '27')"
"('10053', 'When a Stranger Calls', '15000000', '66966987', '4.688212', 'Thriller', '87.0', 'When a Stranger Calls', '53')"
"('11870', 'Big Fat Liar', '15000000', '52970014', '9.125594', 'Comedy', '88.0', 'Big Fat Liar', '35')"
"('11870', 'Big Fat Liar', '15000000', '52970014', '9.125594', 'Family', '88.0', 'Big Fat Liar', '10751')"
"('11778', 'The Deer Hunter', '15000000', '50000000', '19.786392', 'Drama', '183.0', 'The Deer Hunter', '18')"
"('11778', 'The Deer Hunter', '15000000', '50000000', '19.786392', 'War', '183.0', 'The Deer Hunter', '10752')"
"('586', 'Wag the Dog', '15000000', '64256513', '13.581966', 'Comedy', '97.0', 'Wag the Dog', '35')"
"('586', 'Wag the Dog', '15000000', '64256513', '13.581966', 'Drama', '97.0', 'Wag the Dog', '18')"
"('18736', 'The Lizzie McGuire Movie', '17000000', '55534455', '11.927667', 'Family', '94.0', 'The Lizzie McGuire Movie', '10751')"
"('18736', 'The Lizzie McGuire Movie', '17000000', '55534455', '11.927667', 'Comedy', '94.0', 'The Lizzie McGuire Movie', '35')"
"('134411', 'Snitch', '35000000', '42930462', '30.556135', 'Thriller', '112.0', 'Snitch', '53')"
"('134411', 'Snitch', '35000000', '42930462', '30.556135', 'Drama', '112.0', 'Snitch', '18')"
"('287903', 'Krampus', '15000000', '61548707', '31.565117', 'Horror', '98.0', 'Krampus', '27')"
"('287903', 'Krampus', '15000000', '61548707', '31.565117', 'Comedy', '98.0', 'Krampus', '35')"
"('287903', 'Krampus', '15000000', '61548707', '31.565117', 'Fantasy', '98.0', 'Krampus', '14')"
"('9276', 'The Faculty', '15000000', '40283321', '21.535126', 'Horror', '104.0', 'The Faculty', '27')"
"('9276', 'The Faculty', '15000000', '40283321', '21.535126', 'Mystery', '104.0', 'The Faculty', '9648')"
"('9276', 'The Faculty', '15000000', '40283321', '21.535126', 'Science Fiction', '104.0', 'The Faculty', '878')"
"('15765', ""What's Love Got to Do with It"", '0', '0', '7.921311', 'Drama', '118.0', ""What's Love Got to Do with It"", '18')"
"('15765', ""What's Love Got to Do with It"", '0', '0', '7.921311', 'Music', '118.0', ""What's Love Got to Do with It"", '10402')"
"('2142', 'Cop Land', '15000000', '44862187', '19.284129', 'Action', '104.0', 'Cop Land', '28')"
"('2142', 'Cop Land', '15000000', '44862187', '19.284129', 'Crime', '104.0', 'Cop Land', '80')"
"('2142', 'Cop Land', '15000000', '44862187', '19.284129', 'Drama', '104.0', 'Cop Land', '18')"
"('11397', 'Not Another Teen Movie', '16000000', '66468332', '23.423082', 'Comedy', '89.0', 'Not Another Teen Movie', '35')"
"('77016', 'End of Watch', '7000000', '48126384', '49.517264', 'Crime', '109.0', 'End of Watch', '80')"
"('77016', 'End of Watch', '7000000', '48126384', '49.517264', 'Drama', '109.0', 'End of Watch', '18')"
"('77016', 'End of Watch', '7000000', '48126384', '49.517264', 'Thriller', '109.0', 'End of Watch', '53')"
"('11478', 'The Skulls', '15000000', '35007180', '11.375032', 'Crime', '106.0', 'The Skulls', '80')"
"('11478', 'The Skulls', '15000000', '35007180', '11.375032', 'Drama', '106.0', 'The Skulls', '18')"
"('11478', 'The Skulls', '15000000', '35007180', '11.375032', 'Thriller', '106.0', 'The Skulls', '53')"
"('266856', 'The Theory of Everything', '15000000', '123726688', '61.182331', 'Drama', '123.0', 'The Theory of Everything', '18')"
"('266856', 'The Theory of Everything', '15000000', '123726688', '61.182331', 'Romance', '123.0', 'The Theory of Everything', '10749')"
"('13411', ""Malibu's Most Wanted"", '0', '0', '7.314796', 'Comedy', '86.0', ""Malibu's Most Wanted"", '35')"
"('13411', ""Malibu's Most Wanted"", '0', '0', '7.314796', 'Crime', '86.0', ""Malibu's Most Wanted"", '80')"
"('10564', 'Where the Heart Is', '15000000', '33771174', '6.857923', 'Comedy', '120.0', 'Where the Heart Is', '35')"
"('10564', 'Where the Heart Is', '15000000', '33771174', '6.857923', 'Drama', '120.0', 'Where the Heart Is', '18')"
"('10564', 'Where the Heart Is', '15000000', '33771174', '6.857923', 'Romance', '120.0', 'Where the Heart Is', '10749')"
"('947', 'Lawrence of Arabia', '15000000', '69995385', '41.286336', 'Adventure', '216.0', 'Lawrence of Arabia', '12')"
"('947', 'Lawrence of Arabia', '15000000', '69995385', '41.286336', 'Drama', '216.0', 'Lawrence of Arabia', '18')"
"('947', 'Lawrence of Arabia', '15000000', '69995385', '41.286336', 'History', '216.0', 'Lawrence of Arabia', '36')"
"('947', 'Lawrence of Arabia', '15000000', '69995385', '41.286336', 'War', '216.0', 'Lawrence of Arabia', '10752')"
"('24150', 'Halloween II', '15000000', '39421467', '12.929525', 'Horror', '105.0', 'Halloween II', '27')"
"('228970', 'Wild', '15000000', '52501541', '42.952942', 'Drama', '115.0', 'Wild', '18')"
"('18405', 'The Last House on the Left', '15000000', '32721635', '19.760383', 'Crime', '110.0', 'The Last House on the Left', '80')"
"('18405', 'The Last House on the Left', '15000000', '32721635', '19.760383', 'Thriller', '110.0', 'The Last House on the Left', '53')"
"('18405', 'The Last House on the Left', '15000000', '32721635', '19.760383', 'Horror', '110.0', 'The Last House on the Left', '27')"
"('18405', 'The Last House on the Left', '15000000', '32721635', '19.760383', 'Drama', '110.0', 'The Last House on the Left', '18')"
"('6961', 'The Wedding Date', '15000000', '47175038', '10.194097', 'Comedy', '88.0', 'The Wedding Date', '35')"
"('6961', 'The Wedding Date', '15000000', '47175038', '10.194097', 'Romance', '88.0', 'The Wedding Date', '10749')"
"('11442', 'Halloween: Resurrection', '13000000', '37664855', '11.045593', 'Horror', '94.0', 'Halloween: Resurrection', '27')"
"('11442', 'Halloween: Resurrection', '13000000', '37664855', '11.045593', 'Thriller', '94.0', 'Halloween: Resurrection', '53')"
"('2493', 'The Princess Bride', '16000000', '30857814', '44.533612', 'Adventure', '98.0', 'The Princess Bride', '12')"
"('2493', 'The Princess Bride', '16000000', '30857814', '44.533612', 'Family', '98.0', 'The Princess Bride', '10751')"
"('2493', 'The Princess Bride', '16000000', '30857814', '44.533612', 'Fantasy', '98.0', 'The Princess Bride', '14')"
"('2493', 'The Princess Bride', '16000000', '30857814', '44.533612', 'Comedy', '98.0', 'The Princess Bride', '35')"
"('2493', 'The Princess Bride', '16000000', '30857814', '44.533612', 'Romance', '98.0', 'The Princess Bride', '10749')"
"('14047', 'The Great Debaters', '15000000', '30226144', '10.84158', 'Drama', '126.0', 'The Great Debaters', '18')"
"('64690', 'Drive', '15000000', '78054825', '49.294864', 'Drama', '100.0', 'Drive', '18')"
"('64690', 'Drive', '15000000', '78054825', '49.294864', 'Action', '100.0', 'Drive', '28')"
"('64690', 'Drive', '15000000', '78054825', '49.294864', 'Thriller', '100.0', 'Drive', '53')"
"('64690', 'Drive', '15000000', '78054825', '49.294864', 'Crime', '100.0', 'Drive', '80')"
"('11132', 'Confessions of a Teenage Drama Queen', '15000000', '29331068', '7.424798', 'Comedy', '89.0', 'Confessions of a Teenage Drama Queen', '35')"
"('17127', 'The Object of My Affection', '15000000', '46905889', '5.164281', 'Comedy', '111.0', 'The Object of My Affection', '35')"
"('17127', 'The Object of My Affection', '15000000', '46905889', '5.164281', 'Drama', '111.0', 'The Object of My Affection', '18')"
"('17127', 'The Object of My Affection', '15000000', '46905889', '5.164281', 'Romance', '111.0', 'The Object of My Affection', '10749')"
"('1562', '28 Weeks Later', '15000000', '64238440', '34.759855', 'Horror', '100.0', '28 Weeks Later', '27')"
"('1562', '28 Weeks Later', '15000000', '64238440', '34.759855', 'Thriller', '100.0', '28 Weeks Later', '53')"
"('1562', '28 Weeks Later', '15000000', '64238440', '34.759855', 'Science Fiction', '100.0', '28 Weeks Later', '878')"
"('232679', 'When the Game Stands Tall', '15000000', '30127963', '7.297757', 'Drama', '115.0', 'When the Game Stands Tall', '18')"
"('17880', 'Because of Winn-Dixie', '14000000', '32645546', '3.334804', 'Comedy', '106.0', 'Because of Winn-Dixie', '35')"
"('17880', 'Because of Winn-Dixie', '14000000', '32645546', '3.334804', 'Drama', '106.0', 'Because of Winn-Dixie', '18')"
"('17880', 'Because of Winn-Dixie', '14000000', '32645546', '3.334804', 'Family', '106.0', 'Because of Winn-Dixie', '10751')"
"('14736', 'Love & Basketball', '20000000', '27728118', '2.027393', 'Action', '124.0', 'Love & Basketball', '28')"
"('14736', 'Love & Basketball', '20000000', '27728118', '2.027393', 'Comedy', '124.0', 'Love & Basketball', '35')"
"('14736', 'Love & Basketball', '20000000', '27728118', '2.027393', 'Drama', '124.0', 'Love & Basketball', '18')"
"('14736', 'Love & Basketball', '20000000', '27728118', '2.027393', 'Romance', '124.0', 'Love & Basketball', '10749')"
"('9434', 'Grosse Pointe Blank', '0', '28084357', '13.817269', 'Action', '107.0', 'Grosse Pointe Blank', '28')"
"('9434', 'Grosse Pointe Blank', '0', '28084357', '13.817269', 'Comedy', '107.0', 'Grosse Pointe Blank', '35')"
"('9434', 'Grosse Pointe Blank', '0', '28084357', '13.817269', 'Thriller', '107.0', 'Grosse Pointe Blank', '53')"
"('9434', 'Grosse Pointe Blank', '0', '28084357', '13.817269', 'Romance', '107.0', 'Grosse Pointe Blank', '10749')"
"('23706', 'All About Steve', '15000000', '40105542', '13.237835', 'Comedy', '99.0', 'All About Steve', '35')"
"('11531', 'Book of Shadows: Blair Witch 2', '0', '0', '3.890223', 'Mystery', '90.0', 'Book of Shadows: Blair Witch 2', '9648')"
"('11531', 'Book of Shadows: Blair Witch 2', '0', '0', '3.890223', 'Thriller', '90.0', 'Book of Shadows: Blair Witch 2', '53')"
"('11531', 'Book of Shadows: Blair Witch 2', '0', '0', '3.890223', 'Horror', '90.0', 'Book of Shadows: Blair Witch 2', '27')"
"('9100', 'The Craft', '15000000', '24769466', '19.517239', 'Drama', '101.0', 'The Craft', '18')"
"('9100', 'The Craft', '15000000', '24769466', '19.517239', 'Fantasy', '101.0', 'The Craft', '14')"
"('9100', 'The Craft', '15000000', '24769466', '19.517239', 'Horror', '101.0', 'The Craft', '27')"
"('9100', 'The Craft', '15000000', '24769466', '19.517239', 'Thriller', '101.0', 'The Craft', '53')"
"('116', 'Match Point', '15000000', '85306374', '30.669913', 'Drama', '124.0', 'Match Point', '18')"
"('116', 'Match Point', '15000000', '85306374', '30.669913', 'Thriller', '124.0', 'Match Point', '53')"
"('116', 'Match Point', '15000000', '85306374', '30.669913', 'Crime', '124.0', 'Match Point', '80')"
"('116', 'Match Point', '15000000', '85306374', '30.669913', 'Romance', '124.0', 'Match Point', '10749')"
"('38843', 'Ramona and Beezus', '0', '0', '9.681147', 'Comedy', '103.0', 'Ramona and Beezus', '35')"
"('38843', 'Ramona and Beezus', '0', '0', '9.681147', 'Family', '103.0', 'Ramona and Beezus', '10751')"
"('1245', 'The Remains of the Day', '11500000', '23237911', '15.355589', 'Drama', '134.0', 'The Remains of the Day', '18')"
"('1245', 'The Remains of the Day', '11500000', '23237911', '15.355589', 'Romance', '134.0', 'The Remains of the Day', '10749')"
"('4995', 'Boogie Nights', '15000000', '43101594', '19.85579', 'Drama', '155.0', 'Boogie Nights', '18')"
"('10413', 'Nowhere to Run', '0', '0', '11.689337', 'Action', '94.0', 'Nowhere to Run', '28')"
"('10413', 'Nowhere to Run', '0', '0', '11.689337', 'Adventure', '94.0', 'Nowhere to Run', '12')"
"('10413', 'Nowhere to Run', '0', '0', '11.689337', 'Drama', '94.0', 'Nowhere to Run', '18')"
"('10413', 'Nowhere to Run', '0', '0', '11.689337', 'Thriller', '94.0', 'Nowhere to Run', '53')"
"('14012', 'Flicka', '15000000', '21000000', '3.043589', 'Drama', '95.0', 'Flicka', '18')"
"('9793', 'The Hills Have Eyes II', '15000000', '0', '17.141376', 'Horror', '89.0', 'The Hills Have Eyes 2', '27')"
"('9793', 'The Hills Have Eyes II', '15000000', '0', '17.141376', 'Thriller', '89.0', 'The Hills Have Eyes 2', '53')"
"('12212', 'Urban Legends: Final Cut', '14000000', '38574362', '8.885017', 'Horror', '97.0', 'Urban Legends: Final Cut', '27')"
"('13768', 'Tuck Everlasting', '0', '0', '4.115398', 'Fantasy', '90.0', 'Tuck Everlasting', '14')"
"('13768', 'Tuck Everlasting', '0', '0', '4.115398', 'Drama', '90.0', 'Tuck Everlasting', '18')"
"('13768', 'Tuck Everlasting', '0', '0', '4.115398', 'Science Fiction', '90.0', 'Tuck Everlasting', '878')"
"('13768', 'Tuck Everlasting', '0', '0', '4.115398', 'Romance', '90.0', 'Tuck Everlasting', '10749')"
"('13768', 'Tuck Everlasting', '0', '0', '4.115398', 'Family', '90.0', 'Tuck Everlasting', '10751')"
"('8975', 'The Marine', '20000000', '22165608', '7.679336', 'Action', '92.0', 'The Marine', '28')"
"('8975', 'The Marine', '20000000', '22165608', '7.679336', 'Adventure', '92.0', 'The Marine', '12')"
"('8975', 'The Marine', '20000000', '22165608', '7.679336', 'Drama', '92.0', 'The Marine', '18')"
"('8975', 'The Marine', '20000000', '22165608', '7.679336', 'Thriller', '92.0', 'The Marine', '53')"
"('342521', 'Keanu', '15000000', '20566327', '18.268009', 'Action', '94.0', 'Keanu', '28')"
"('342521', 'Keanu', '15000000', '20566327', '18.268009', 'Comedy', '94.0', 'Keanu', '35')"
"('45272', 'Country Strong', '15000000', '20529194', '7.809701', 'Drama', '117.0', 'Country Strong', '18')"
"('45272', 'Country Strong', '15000000', '20529194', '7.809701', 'Romance', '117.0', 'Country Strong', '10749')"
"('9424', 'Disturbing Behavior', '15000000', '17507368', '9.378688', 'Mystery', '84.0', 'Disturbing Behavior', '9648')"
"('9424', 'Disturbing Behavior', '15000000', '17507368', '9.378688', 'Horror', '84.0', 'Disturbing Behavior', '27')"
"('9424', 'Disturbing Behavior', '15000000', '17507368', '9.378688', 'Science Fiction', '84.0', 'Disturbing Behavior', '878')"
"('97367', 'The Place Beyond the Pines', '15000000', '35485608', '35.395129', 'Drama', '140.0', 'The Place Beyond the Pines', '18')"
"('97367', 'The Place Beyond the Pines', '15000000', '35485608', '35.395129', 'Crime', '140.0', 'The Place Beyond the Pines', '80')"
"('254904', 'The November Man', '15000000', '32556119', '45.317278', 'Crime', '108.0', 'The November Man', '80')"
"('254904', 'The November Man', '15000000', '32556119', '45.317278', 'Action', '108.0', 'The November Man', '28')"
"('254904', 'The November Man', '15000000', '32556119', '45.317278', 'Thriller', '108.0', 'The November Man', '53')"
"('18681', 'Eye of the Beholder', '15000000', '0', '4.302941', 'Drama', '109.0', 'Eye of the Beholder', '18')"
"('18681', 'Eye of the Beholder', '15000000', '0', '4.302941', 'Mystery', '109.0', 'Eye of the Beholder', '9648')"
"('18681', 'Eye of the Beholder', '15000000', '0', '4.302941', 'Thriller', '109.0', 'Eye of the Beholder', '53')"
"('12162', 'The Hurt Locker', '15000000', '42000000', '47.006162', 'Drama', '131.0', 'The Hurt Locker', '18')"
"('12162', 'The Hurt Locker', '15000000', '42000000', '47.006162', 'Thriller', '131.0', 'The Hurt Locker', '53')"
"('12162', 'The Hurt Locker', '15000000', '42000000', '47.006162', 'War', '131.0', 'The Hurt Locker', '10752')"
"('11495', 'Firestarter', '15000000', '17080167', '11.379652', 'Fantasy', '114.0', 'Firestarter', '14')"
"('11495', 'Firestarter', '15000000', '17080167', '11.379652', 'Drama', '114.0', 'Firestarter', '18')"
"('11495', 'Firestarter', '15000000', '17080167', '11.379652', 'Horror', '114.0', 'Firestarter', '27')"
"('11495', 'Firestarter', '15000000', '17080167', '11.379652', 'Action', '114.0', 'Firestarter', '28')"
"('11495', 'Firestarter', '15000000', '17080167', '11.379652', 'Thriller', '114.0', 'Firestarter', '53')"
"('64689', 'Killing Them Softly', '15000000', '37930465', '24.612603', 'Crime', '97.0', 'Killing Them Softly', '80')"
"('64689', 'Killing Them Softly', '15000000', '37930465', '24.612603', 'Thriller', '97.0', 'Killing Them Softly', '53')"
"('157849', 'A Most Wanted Man', '15000000', '31554855', '26.708193', 'Thriller', '121.0', 'A Most Wanted Man', '53')"
"('13166', 'Freddy Got Fingered', '0', '0', '8.710294', 'Comedy', '87.0', 'Freddy Got Fingered', '35')"
"('15511', ""VeggieTales: The Pirates Who Don't Do Anything"", '0', '0', '1.800119', 'Adventure', '85.0', ""VeggieTales: The Pirates Who Don't Do Anything"", '12')"
"('15511', ""VeggieTales: The Pirates Who Don't Do Anything"", '0', '0', '1.800119', 'Animation', '85.0', ""VeggieTales: The Pirates Who Don't Do Anything"", '16')"
"('15511', ""VeggieTales: The Pirates Who Don't Do Anything"", '0', '0', '1.800119', 'Comedy', '85.0', ""VeggieTales: The Pirates Who Don't Do Anything"", '35')"
"('15511', ""VeggieTales: The Pirates Who Don't Do Anything"", '0', '0', '1.800119', 'Science Fiction', '85.0', ""VeggieTales: The Pirates Who Don't Do Anything"", '878')"
"('15511', ""VeggieTales: The Pirates Who Don't Do Anything"", '0', '0', '1.800119', 'Family', '85.0', ""VeggieTales: The Pirates Who Don't Do Anything"", '10751')"
"('37003', 'U2 3D', '15000000', '22730842', '0.335195', 'Music', '85.0', 'U2 3D', '10402')"
"('37003', 'U2 3D', '15000000', '22730842', '0.335195', 'Documentary', '85.0', 'U2 3D', '99')"
"('12211', 'Highlander: Endgame', '25000000', '15843608', '11.782725', 'Action', '87.0', 'Highlander: Endgame', '28')"
"('12211', 'Highlander: Endgame', '25000000', '15843608', '11.782725', 'Fantasy', '87.0', 'Highlander: Endgame', '14')"
"('12211', 'Highlander: Endgame', '25000000', '15843608', '11.782725', 'Science Fiction', '87.0', 'Highlander: Endgame', '878')"
"('13816', 'Idlewild', '0', '0', '2.711955', 'Crime', '121.0', 'Idlewild', '80')"
"('13816', 'Idlewild', '0', '0', '2.711955', 'Drama', '121.0', 'Idlewild', '18')"
"('13816', 'Idlewild', '0', '0', '2.711955', 'Music', '121.0', 'Idlewild', '10402')"
"('51828', 'One Day', '15000000', '59389433', '16.629173', 'Drama', '107.0', 'One Day', '18')"
"('51828', 'One Day', '15000000', '59389433', '16.629173', 'Romance', '107.0', 'One Day', '10749')"
"('22798', 'Whip It', '15000000', '16633035', '20.05902', 'Drama', '111.0', 'Whip It', '18')"
"('7501', 'Knockaround Guys', '15000000', '12000000', '8.113634', 'Crime', '92.0', 'Knockaround Guys', '80')"
"('7501', 'Knockaround Guys', '15000000', '12000000', '8.113634', 'Thriller', '92.0', 'Knockaround Guys', '53')"
"('10743', 'Confidence', '0', '0', '9.87419', 'Action', '97.0', 'Confidence', '28')"
"('10743', 'Confidence', '0', '0', '9.87419', 'Comedy', '97.0', 'Confidence', '35')"
"('10743', 'Confidence', '0', '0', '9.87419', 'Thriller', '97.0', 'Confidence', '53')"
"('10743', 'Confidence', '0', '0', '9.87419', 'Crime', '97.0', 'Confidence', '80')"
"('37718', 'The Muse', '0', '0', '2.857936', 'Fantasy', '97.0', 'The Muse', '14')"
"('37718', 'The Muse', '0', '0', '2.857936', 'Comedy', '97.0', 'The Muse', '35')"
"('15237', 'De-Lovely', '20000000', '0', '3.138118', 'Drama', '125.0', 'De-Lovely', '18')"
"('15237', 'De-Lovely', '20000000', '0', '3.138118', 'Music', '125.0', 'De-Lovely', '10402')"
"('9686', 'New York Stories', '15000000', '0', '6.684096', 'Comedy', '124.0', 'New York Stories', '35')"
"('9686', 'New York Stories', '15000000', '0', '6.684096', 'Drama', '124.0', 'New York Stories', '18')"
"('9686', 'New York Stories', '15000000', '0', '6.684096', 'Romance', '124.0', 'New York Stories', '10749')"
"('17644', ""Barney's Great Adventure"", '0', '0', '0.722911', 'Family', '76.0', ""Barney's Great Adventure"", '10751')"
"('97430', 'The Man with the Iron Fists', '15000000', '15608545', '17.672021', 'Action', '96.0', 'The Man with the Iron Fists', '28')"
"('12257', 'Home Fries', '15000000', '10443316', '3.033471', 'Drama', '93.0', 'Home Fries', '18')"
"('12257', 'Home Fries', '15000000', '10443316', '3.033471', 'Comedy', '93.0', 'Home Fries', '35')"
"('12257', 'Home Fries', '15000000', '10443316', '3.033471', 'Romance', '93.0', 'Home Fries', '10749')"
"('13539', 'Here On Earth', '0', '0', '3.313257', 'Romance', '96.0', 'Here On Earth', '10749')"
"('68', 'Brazil', '15000000', '0', '41.089863', 'Comedy', '132.0', 'Brazil', '35')"
"('68', 'Brazil', '15000000', '0', '41.089863', 'Science Fiction', '132.0', 'Brazil', '878')"
"('14024', 'Raise Your Voice', '15000000', '14867514', '10.9071', 'Music', '103.0', 'Raise Your Voice', '10402')"
"('14024', 'Raise Your Voice', '15000000', '14867514', '10.9071', 'Drama', '103.0', 'Raise Your Voice', '18')"
"('14024', 'Raise Your Voice', '15000000', '14867514', '10.9071', 'Romance', '103.0', 'Raise Your Voice', '10749')"
"('115', 'The Big Lebowski', '15000000', '46189568', '49.230089', 'Comedy', '117.0', 'The Big Lebowski', '35')"
"('115', 'The Big Lebowski', '15000000', '46189568', '49.230089', 'Crime', '117.0', 'The Big Lebowski', '80')"
"('7874', 'Black Snake Moan', '15000000', '10903846', '11.429607', 'Drama', '116.0', 'Black Snake Moan', '18')"
"('4911', 'Dark Blue', '15000000', '9237470', '6.373316', 'Action', '118.0', 'Dark Blue', '28')"
"('4911', 'Dark Blue', '15000000', '9237470', '6.373316', 'Crime', '118.0', 'Dark Blue', '80')"
"('4911', 'Dark Blue', '15000000', '9237470', '6.373316', 'Drama', '118.0', 'Dark Blue', '18')"
"('4911', 'Dark Blue', '15000000', '9237470', '6.373316', 'Thriller', '118.0', 'Dark Blue', '53')"
"('1988', 'A Mighty Heart', '16000000', '18928871', '9.717392', 'Drama', '100.0', 'A Mighty Heart', '18')"
"('1988', 'A Mighty Heart', '16000000', '18928871', '9.717392', 'Thriller', '100.0', 'A Mighty Heart', '53')"
"('16222', 'Whatever It Takes', '15000000', '9902115', '8.074807', 'Drama', '94.0', 'Whatever It Takes', '18')"
"('16222', 'Whatever It Takes', '15000000', '9902115', '8.074807', 'Comedy', '94.0', 'Whatever It Takes', '35')"
"('16222', 'Whatever It Takes', '15000000', '9902115', '8.074807', 'Romance', '94.0', 'Whatever It Takes', '10749')"
"('9557', 'Boat Trip', '20000000', '8586376', '7.034752', 'Comedy', '94.0', 'Boat Trip', '35')"
"('9026', 'The Importance of Being Earnest', '0', '0', '7.250379', 'Comedy', '97.0', 'The Importance of Being Earnest', '35')"
"('9026', 'The Importance of Being Earnest', '0', '0', '7.250379', 'Drama', '97.0', 'The Importance of Being Earnest', '18')"
"('9026', 'The Importance of Being Earnest', '0', '0', '7.250379', 'History', '97.0', 'The Importance of Being Earnest', '36')"
"('9026', 'The Importance of Being Earnest', '0', '0', '7.250379', 'Romance', '97.0', 'The Importance of Being Earnest', '10749')"
"('57943', 'The Love Letter', '0', '0', '0.116873', 'Comedy', '98.0', 'The Love Letter', '35')"
"('57943', 'The Love Letter', '0', '0', '0.116873', 'Drama', '98.0', 'The Love Letter', '18')"
"('57943', 'The Love Letter', '0', '0', '0.116873', 'Fantasy', '98.0', 'The Love Letter', '14')"
"('57943', 'The Love Letter', '0', '0', '0.116873', 'Romance', '98.0', 'The Love Letter', '10749')"
"('18276', 'Hoot', '0', '0', '7.712206', 'Drama', '91.0', 'Hoot', '18')"
"('18276', 'Hoot', '0', '0', '7.712206', 'Family', '91.0', 'Hoot', '10751')"
"('8321', 'In Bruges', '15000000', '34533783', '25.329493', 'Comedy', '107.0', 'In Bruges', '35')"
"('8321', 'In Bruges', '15000000', '34533783', '25.329493', 'Drama', '107.0', 'In Bruges', '18')"
"('8321', 'In Bruges', '15000000', '34533783', '25.329493', 'Crime', '107.0', 'In Bruges', '80')"
"('72359', 'Peeples', '15', '0', '5.112809', 'Comedy', '95.0', 'Peeples', '35')"
"('10186', 'The Rocker', '15000000', '8762890', '13.832376', 'Comedy', '102.0', 'The Rocker', '35')"
"('10186', 'The Rocker', '15000000', '8762890', '13.832376', 'Music', '102.0', 'The Rocker', '10402')"
"('25704', 'Post Grad', '15000000', '6405245', '7.446069', 'Comedy', '89.0', 'Post Grad', '35')"
"('133694', 'Promised Land', '15000000', '8138788', '13.568302', 'Drama', '106.0', 'Promised Land', '18')"
"('19265', 'Whatever Works', '15000000', '35097815', '21.857387', 'Comedy', '92.0', 'Whatever Works', '35')"
"('19265', 'Whatever Works', '15000000', '35097815', '21.857387', 'Romance', '92.0', 'Whatever Works', '10749')"
"('36047', 'The In Crowd', '15000000', '5217498', '0.249245', 'Thriller', '105.0', 'The In Crowd', '53')"
